Autor,Nombre,Link
Virgilio (70 a.C.-19 a.C.) Poeta romano.,Virgilio,https://es.wikipedia.org/wiki/Virgilio
Moshe Dayan (1915-1981) Militar y político israelí.,Moshe Dayan,https://es.wikipedia.org/wiki/Mosh%C3%A9_Day%C3%A1n
Antoni Tapies (1923-2012) Pintor español.,Antoni Tapies,https://es.wikipedia.org/wiki/Antoni_T%C3%A0pies
Barbara Probst Solomon (1924-?) Escritora estadounidense.,Barbara Probst Solomon,https://es.wikipedia.org/wiki/Barbara_Probst_Solomon
Ciro el Grande (600 a. C.-530 a. C.) Rey de Persia,Ciro el Grande,https://es.wikipedia.org/wiki/Ciro_II_el_Grande
Benito Jerónimo Feijoó (1676-1764) Filósofo y escritor español.,Benito Jerónimo Feijoó,https://es.wikipedia.org/wiki/Benito_Jer%C3%B3nimo_Feijoo
Fernando Trueba (1955-?) Director de cine español.,Fernando Trueba,https://es.wikipedia.org/wiki/Fernando_Trueba
Focílides,Focílides,https://es.wikipedia.org/wiki/Foc%C3%ADlides
Francis de Croisset (1877-1937) Comediógrafo francés.,Francis de Croisset,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Francis+de+Croisset&go=Go&ns0=1&ns100=1&ns104=1
Jean Dubuffet (1901-1985) Pintor y escultor francés.,Jean Dubuffet,https://es.wikipedia.org/wiki/Jean_Dubuffet
Arthur Rimbaud (1854-1891) Poeta francés.,Arthur Rimbaud,https://es.wikipedia.org/wiki/Arthur_Rimbaud
Lucio Apuleyo (123-180) Escritor italiano.,Lucio Apuleyo,https://es.wikipedia.org/wiki/Lucio_Apuleyo
"Romain Rolland (1866-1944) Escritor francés galardonado con el Premio Nobel,",Romain Rolland,https://es.wikipedia.org/wiki/Romain_Rolland
Jean Lucien Arréat (1841-1922) Escritor y filósofo francés.,Jean Lucien Arréat,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Jean+Lucien+Arr%C3%A9at&go=Go&ns0=1&ns100=1&ns104=1
"Thomas Moore (1779-1852) Poeta, compositor y músico irlandés.",Thomas Moore,https://es.wikipedia.org/wiki/Thomas_Moore
Johann August Strindberg (1849-1912) Escritor sueco.,Johann August Strindberg,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Johann+August+Strindberg&go=Go&ns0=1&ns100=1&ns104=1
Marcellin Berthelot (1827-1907) Químico y historidador francés.,Marcellin Berthelot,https://es.wikipedia.org/wiki/Marcellin_Berthelot
Rafael Alberti (1902-1999) Poeta y dramaturgo español.,Rafael Alberti,https://es.wikipedia.org/wiki/Rafael_Alberti
Giulio Andreotti (1919-?) Político italiano.,Giulio Andreotti,https://es.wikipedia.org/wiki/Giulio_Andreotti
François Rabelais (1494-1553) Escritor francés.,François Rabelais,https://es.wikipedia.org/wiki/Fran%C3%A7ois_Rabelais
Benjamin Jonson (1572-1637) Dramaturgo inglés.,Benjamin Jonson,https://es.wikipedia.org/wiki/Ben_Jonson
Juan Valera (1824-1905) Escritor español.,Juan Valera,https://es.wikipedia.org/wiki/Juan_Valera
Alan Turing (1912-1954) Lógico y matemático británico.,Alan Turing,https://es.wikipedia.org/wiki/Alan_Turing
Will Durant (1885-1981) Escritor y filósofo estadounidense.,Will Durant,https://es.wikipedia.org/wiki/Will_Durant
James William Fulbright (1905-1995) Político estadounidense.,James William Fulbright,https://es.wikipedia.org/wiki/J._William_Fulbright
Douglas Adams (1952-2001) Escritor británico.,Douglas Adams,https://es.wikipedia.org/wiki/Douglas_Adams
"Sofocleto (1926-2004) Escritor, periodista y humorista peruano.",Sofocleto,https://es.wikipedia.org/wiki/Sofocleto
William Godwin (1756-1836) Político y escritor británico.,William Godwin,https://es.wikipedia.org/wiki/William_Godwin
Lajos Kossuth (1802-1894) Político y patriota húngaro.,Lajos Kossuth,https://es.wikipedia.org/wiki/Lajos_Kossuth
Luchino Visconti (1906-1976) Aristócrata y director de cine italiano.,Luchino Visconti,https://es.wikipedia.org/wiki/Luchino_Visconti
Édouard René Lefebvre de Laboulaye (1811-1883) Jurista y político francés.,Édouard René Lefebvre de Laboulaye,https://es.wikipedia.org/wiki/Eduardo_Laboulaye
Thomas Paine (1737-1809) Político y publicista estadounidense.,Thomas Paine,https://es.wikipedia.org/wiki/Thomas_Paine
Antonio García Gutiérrez (1813-1884) Dramaturgo español.,Antonio García Gutiérrez,https://es.wikipedia.org/wiki/Antonio_Garc%C3%ADa_Guti%C3%A9rrez
Carlo Bini (1806-1842) Escritor italiano.,Carlo Bini,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Carlo+Bini&go=Go&ns0=1&ns100=1&ns104=1
Ken Robinson (1950-?) Educador británico.,Ken Robinson,https://es.wikipedia.org/wiki/Ken_Robinson
"Sidney Lumet (1924-2011) Director, productor y guionista estadounidense.",Sidney Lumet,https://es.wikipedia.org/wiki/Sidney_Lumet
Luis Cernuda (1902-1963) Poeta español.,Luis Cernuda,https://es.wikipedia.org/wiki/Luis_Cernuda
"Joseph Roux (1834-1905) Abad católico, poeta y filólogo francés.",Joseph Roux,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Joseph+Roux&go=Go&ns0=1&ns100=1&ns104=1
Jules Sandeau (1811-1883) Novelista francés.,Jules Sandeau,https://es.wikipedia.org/wiki/Jules_Sandeau
Stanley Kubrick (1928-1999) Director de cine estadounidense.,Stanley Kubrick,https://es.wikipedia.org/wiki/Stanley_Kubrick
Helenio Herrera (1910-1997) Entrenador de fútbol franco-argentino.,Helenio Herrera,https://es.wikipedia.org/wiki/Helenio_Herrera
Arthur Koestler (1905-1983) Escritor británico de origen húngaro.,Arthur Koestler,https://es.wikipedia.org/wiki/Arthur_Koestler
Vicente Huidobro (1893-1948) Poeta chileno.,Vicente Huidobro,https://es.wikipedia.org/wiki/Vicente_Huidobro
Frederick Douglass (1818-1895) Escritor estadounidense.,Frederick Douglass,https://es.wikipedia.org/wiki/Frederick_Douglass
"Angela Davis (1944-?) Política, activista y profesora estadounidense.",Angela Davis,https://es.wikipedia.org/wiki/Angela_Davis
"Nicanor Parra (1914-?) Poeta, matemático y físico chileno.",Nicanor Parra,https://es.wikipedia.org/wiki/Nicanor_Parra
Álvaro Mutis (1923-2013) Novelista y poeta colombiano.,Álvaro Mutis,https://es.wikipedia.org/wiki/%C3%81lvaro_Mutis
Charlotte Brontë (1816-1855) Novelista inglesa.,Charlotte Brontë,https://es.wikipedia.org/wiki/Charlotte_Bront%C3%AB
"Horacio Quiroga (1878-1937) Cuentista, dramaturgo y poeta uruguayo.",Horacio Quiroga,https://es.wikipedia.org/wiki/Horacio_Quiroga
Antonio Tabucchi (1943-2012) Escritor italiano.,Antonio Tabucchi,https://es.wikipedia.org/wiki/Antonio_Tabucchi
